communityId,modularity,intermediateComId,interModularity,id,label
127,0.004119549014619173,127,0.004119549014619173,"""P0104""","""Cat Food"""
127,0.004119549014619173,127,0.004119549014619173,"""P0010""","""Chicken"""
127,0.004119549014619173,127,0.004119549014619173,"""P0031""","""Curd Cheese"""
127,0.004119549014619173,127,0.004119549014619173,"""P0060""","""Cream Cheese """
127,0.004119549014619173,127,0.004119549014619173,"""P0132""","""Kitchen Towels"""
127,0.004119549014619173,127,0.004119549014619173,"""P0016""","""Butter Milk"""
127,0.004119549014619173,127,0.004119549014619173,"""P0092""","""Vinegar"""
127,0.004119549014619173,127,0.004119549014619173,"""P0038""","""Soda"""
127,0.004119549014619173,127,0.004119549014619173,"""P0033""","""Frozen Potato Products"""
127,0.004119549014619173,127,0.004119549014619173,"""P0114""","""Napkins"""
36,0.006972558124202453,36,0.0011895117871353793,"""P0136""","""Dishes"""
36,0.006972558124202453,36,0.0011895117871353793,"""P0120""","""Bags"""
36,0.006972558124202453,36,0.0011895117871353793,"""P0015""","""Specialty Bar"""
36,0.006972558124202453,36,0.0011895117871353793,"""P0137""","""Male Cosmetics"""
36,0.006972558124202453,36,0.0011895117871353793,"""P0126""","""Snack Products"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0081""","""Instant Food Products"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0059""","""Hard Cheese"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0145""","""Syrup"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0141""","""Cooking Chocolate"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0017""","""Bottled Water"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0029""","""Ham"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0110""","""Frozen Fruits"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0067""","""Hair Spray"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0078""","""Baking Powder"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0073""","""Oil"""
36,0.006972558124202453,89,0.0053136909348386885,"""P0103""","""Semi-Finished Bread"""
90,0.011356401507702826,90,0.011356401507702826,"""P0074""","""Whipped/Sour Cream"""
90,0.011356401507702826,90,0.011356401507702826,"""P0142""","""Seasonal Products"""
90,0.011356401507702826,90,0.011356401507702826,"""P0164""","""Ready Soups"""
90,0.011356401507702826,90,0.011356401507702826,"""P0009""","""Frankfurter"""
90,0.011356401507702826,90,0.011356401507702826,"""P0165""","""Make Up Remover"""
90,0.011356401507702826,90,0.011356401507702826,"""P0085""","""Cling Film/Bags"""
